x,y
1.0,50.0
2.43036808031769,51.41989769570315
1.890010863297245,48.779357780912704
2.7449050579437655,52.79945360699115
4.518531085158676,46.7885413362947
7.307878505561329,47.08371177086052
11.459487870451602,47.34270178566205
12.677270712196469,51.46081222267561
17.16245354464427,49.95206935613778
20.032512160021806,50.400772863842896
23.39139282417132,49.320727639323145
28.565670587265252,50.8184090817615
33.90835598460562,49.026587778135756
37.669221151145884,50.926577577908574
35.744088760683155,49.659689067558354
36.78953581890291,51.40734022025536
39.33279584499474,50.4643802837461
40.014958133440125,48.7631930143793
44.16824036610902,49.542054389833375
45.19380225241476,51.23366776695263
49.00865664372948,51.14709364681224
48.068382948665466,52.59513429237513
49.922128379807326,46.239041647027356
51.99775822273356,47.38498877174599
53.955919849651316,51.45723987783801
55.7856863893954,50.70222363776708
57.39259180124216,53.750656291782434
57.25986774400319,49.59971700914915
60.29119612415755,48.99911614677468
63.91810226433273,50.37768660060084
65.08223357518423,52.61487744442418
69.70086133290832,50.98042953874952
69.69609014549692,49.57656508277815
74.34559907042645,49.30405024178771
73.97582883581515,49.10809016247151
77.54197863142845,51.39046126994758
77.95352591260051,47.11980153688089
81.12358616531247,50.383065693511625
83.07465565948756,45.8276208446021
85.41665748185844,49.42984576009366
87.11341969594788,47.14824552966249
88.84960100786303,50.50567195603698
94.78153316416237,50.50350220344445
99.86073599408049,47.52318598388375
102.26711171726241,49.021289400741146
102.31935134543737,53.86795971642703
100.71151717604377,50.83070128981314
103.80803323565607,51.00796777311846
107.15362151512659,49.800794957313514
107.87649712177443,46.098432308683584
108.13698172186277,49.51913858690925
108.39250509003216,47.63261166853842
111.03008627237396,52.099701440786134
108.71287481181463,50.62795286988002
109.3111211082955,49.16174286175011
109.86444616594348,48.79758880918917
105.73630572628679,48.848676876433856
109.68222385106048,50.35778216178694
110.47309091803355,45.46670308301906
116.13983652376311,48.81646597830908
116.8300088767214,52.06811994227859
119.63928155180083,53.05801468799481
117.36771885301889,52.57297952485258
118.294652093928,43.87341684703393
119.34155052896435,55.283009519524036
120.24397747628062,54.45999206972738
120.5779611494591,47.27439940606199
120.29252030539685,51.9603570294724
119.16771146803397,52.719117250017575
121.70305281240366,48.75499044645184
127.03652087487455,48.28680952561691
125.70640662392279,53.81715985295608
127.71813203922596,47.31003881899963
127.48517601464381,46.516470517573794
127.29562933907356,48.959069131731766
130.7897752964264,49.97207775797891
130.47381805260972,48.2546373638772
129.99307929169316,47.07293001620316
135.76991697368297,48.55729727046488
132.40197075524404,49.516041683677656
134.34729310637766,48.57230136300125
133.4819331740407,50.72516818172753
133.87153749178057,50.983236357682
135.24189383792498,49.46329716209349
135.0401092602369,46.21000343925223
134.0834573905951,46.190570702217244
133.65641387906024,54.19394066420373
136.3850456657096,48.64547651064174
139.2328778233757,52.322659497085205
141.32905790508028,49.266281227232895
143.91927415119972,49.45101632721029
143.96162430495045,50.452494686018404
143.30454469293724,50.49258293846367
142.57162639997622,48.20306103116361
139.90420018728506,46.50561432335442
139.27555170736966,51.73640449976599
141.1630895521111,51.30940654383951
140.18047580301447,47.70643676564048
140.8560855015998,53.20456533986076
137.67730759428616,48.28618007628783
135.74511217407056,49.10963988106946
133.44680520196468,50.91230599484894
137.32390656339277,49.14073789165225
141.34674897679665,52.28941095549975
145.11472379054922,53.06239319948416
144.57177116910822,53.860197505616924
147.11194134876615,48.18554054367861
150.8986406679599,49.42086426587005
152.73635224911547,48.105173681842054
154.7518712349417,49.79606987930801
157.2709376214223,51.224714794984195
159.84887227680363,49.01098786865254
165.3535976647661,50.79694184566224
168.82435033465535,52.79114519396481
168.8343723606515,51.39338386454222
169.185267897386,49.28388787828994
168.79751227962583,47.42320109579706
170.87535259669627,55.25936932793422
171.49220296459043,50.616938883265576
171.1183866443596,51.027427738997325
176.9029271262119,48.02369611074125
179.43740145364066,53.077146681586335
180.96462095456172,51.439733961567065
185.42635986062263,49.835712783323565
186.08166774570654,48.535371160368356
185.891341842537,53.39350539164486
188.96181357052947,51.63886480851998
188.79225297305246,51.080084873713176
190.74909788514532,50.35076292796152
190.50377287790567,46.378678693867904
191.56661783673093,46.891350412188025
192.60851533508662,49.54513916650516
195.75758698418133,49.93831532128695
193.61675924069962,53.930529680585565
196.15302419618715,47.09130510254908
199.79723250842727,51.87016147231126
202.81748370417097,47.35539750526372
